2016-05-02-19:05,63.95
2016-05-02-19:10,63.95
2016-05-02-19:15,63.95
2016-05-02-19:20,63.95
2016-05-02-19:25,63.95
2016-05-02-19:30,63.95
2016-05-02-19:35,63.95
2016-05-02-19:40,63.95
2016-05-02-19:45,63.95
2016-05-02-19:50,63.95
2016-05-02-19:55,63.95
2016-05-02-20:00,63.95
2016-05-02-20:05,63.95
2016-05-02-20:10,63.95
2016-05-02-20:15,63.95
2016-05-02-20:20,64.06
2016-05-02-20:25,63.95
2016-05-02-20:30,64.06
2016-05-02-20:35,63.95
2016-05-02-20:40,63.95
2016-05-02-20:45,64.06
2016-05-02-20:50,63.95
2016-05-02-20:55,64.06
2016-05-02-21:00,64.06
2016-05-02-21:05,64.06
2016-05-02-21:10,64.06
2016-05-02-21:15,64.06
2016-05-02-21:20,64.06
2016-05-02-21:25,64.06
2016-05-02-21:30,64.06
2016-05-02-21:35,64.06
2016-05-02-21:40,64.06
2016-05-02-21:45,64.06
2016-05-02-21:50,64.29
2016-05-02-21:55,64.06
2016-05-02-22:00,64.06
2016-05-02-22:05,64.06
2016-05-02-22:10,64.06
2016-05-02-22:15,64.06
2016-05-02-22:20,64.06
2016-05-02-22:25,64.06
2016-05-02-22:30,64.06
2016-05-02-22:35,64.06
2016-05-02-22:40,64.06
2016-05-02-22:45,64.06
2016-05-02-22:50,64.06
2016-05-02-22:55,64.18
2016-05-02-23:00,64.06
2016-05-02-23:05,64.06
2016-05-02-23:10,64.06
2016-05-02-23:15,64.06
2016-05-02-23:20,64.06
2016-05-02-23:25,64.06
2016-05-02-23:30,64.06
2016-05-02-23:35,64.06
2016-05-02-23:40,64.06
2016-05-02-23:45,64.06
2016-05-02-23:50,64.06
2016-05-02-23:55,64.06
2016-05-03-00:00,64.06
2016-05-03-00:05,64.06
2016-05-03-00:10,64.06
2016-05-03-00:15,64.06
2016-05-03-00:20,64.06
2016-05-03-00:25,64.06
2016-05-03-00:30,64.18
2016-05-03-00:35,64.06
2016-05-03-00:40,64.18
2016-05-03-00:45,64.06
2016-05-03-00:50,64.06
2016-05-03-00:55,64.06
2016-05-03-01:00,64.06
2016-05-03-01:05,64.18
2016-05-03-01:10,64.18
2016-05-03-01:15,64.06
2016-05-03-01:20,64.06
2016-05-03-01:25,64.06
2016-05-03-01:30,64.18
2016-05-03-01:35,64.06
2016-05-03-01:40,64.18
2016-05-03-01:45,64.06
2016-05-03-01:50,64.06
2016-05-03-01:55,64.06
2016-05-03-02:00,64.06
2016-05-03-02:05,64.06
2016-05-03-02:10,64.06
2016-05-03-02:15,64.06
2016-05-03-02:20,64.06
2016-05-03-02:25,64.06
2016-05-03-02:30,64.06
2016-05-03-02:35,64.06
2016-05-03-02:40,64.06
2016-05-03-02:45,64.06
2016-05-03-02:50,64.06
